OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU1900,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU1901,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU1902,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,NA
OTU1904,NA,NA,NA,NA,NA,NA,NA
OTU1905,NA,NA,NA,NA,NA,NA,NA
OTU1906,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU1907,Fungi,NA,NA,NA,NA,NA,NA
OTU1908,Stramenopila,Bicosoecida,Bicoecea,Pseudodendromonadales,NA,NA,NA
OTU1909,Alveolata,Ciliophora,Oligohymenophorea,Philasterida,NA,NA,NA
OTU191,NA,NA,NA,NA,NA,NA,NA
OTU1910,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1911,Rhizaria,Cercozoa,Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,NA
OTU1912,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,NA,NA
OTU1913,Amoebozoa,Conosa,Variosea,NA,NA,NA,NA
OTU1914,NA,NA,NA,NA,NA,NA,NA
OTU1915,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU1916,Fungi,Chytridiomycota,Chytridiomycetes,NA,NA,NA,NA
OTU1917,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Rhizoctonia,NA
OTU1918,Rhizaria,Cercozoa,NA,Cercomonadida,Cercomonadidae,NA,NA
OTU1919,Euglenozoa,NA,NA,NA,NA,NA,NA
OTU192,NA,NA,NA,NA,NA,NA,NA
OTU1920,Fungi,NA,NA,NA,NA,NA,NA
OTU1921,Rhizaria,Cercozoa,Imbricatea,NA,NA,NA,NA
OTU1922,Metazoa,Nematoda,Chromadorea,Spirurida,Gongylonematidae,Gongylonema,NA
OTU1924,Amoebozoa,Conosa,Variosea,NA,Phalansteriidae,Phalansterium,NA
OTU1925,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU1926,Alveolata,Ciliophora,Oligohymenophorea,Peniculida,NA,NA,NA
OTU1927,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,NA,NA,NA
OTU1928,Viridiplantae,Chlorophyta,Incertae_sedis,Incertae_sedis,Incertae_sedis,Chlamydomonas,NA
OTU1929,Fungi,Glomeromycota,Glomeromycetes,NA,NA,NA,NA
OTU193,NA,NA,NA,NA,NA,NA,NA
OTU1930,Fungi,Ascomycota,Sordariomycetes,Cephalothecales,NA,NA,NA
OTU1931,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU1932,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU1933,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,NA
OTU1934,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU1935,Metazoa,Gastrotricha,NA,Chaetonotida,NA,NA,NA
OTU1936,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU1937,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,NA
OTU1938,Stramenopila,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
OTU1939,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,NA
OTU1940,Fungi,Ascomycota,Dothideomycetes,Mycosphaerellales,Mycosphaerellaceae,Ramularia,NA
OTU1941,Fungi,NA,NA,NA,NA,NA,NA
OTU1942,Rhizaria,Cercozoa,Granofilosea,Limnofilida,Limnofilidae,Limnofila,NA
OTU1943,NA,NA,NA,NA,NA,NA,NA
OTU1944,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU1945,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1946,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1947,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,NA
OTU1948,Stramenopila,Oomycota,Peronosporomycetes,Peronosporales,Pythiaceae,Pythium,NA
OTU1949,Rhizaria,Cercozoa,Sarcomonadea,Cercomonadida,NA,NA,NA
OTU195,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Plectosphaerella,NA
OTU1950,Alveolata,Ciliophora,Litostomatea,Haptorida,NA,NA,NA
OTU1951,Fungi,Glomeromycota,Glomeromycetes,Glomerales,Glomeraceae,Rhizophagus,NA
OTU1953,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU1954,Fungi,Aphelidiomycota,Aphelidiomycetes,NA,NA,NA,NA
OTU1955,Rhizaria,NA,NA,NA,NA,NA,NA
OTU1956,Metazoa,Annelida,NA,NA,NA,NA,NA
OTU1957,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU1958,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU196,Metazoa,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
OTU1960,Stramenopila,Bicosoecida,Bicoecea,NA,NA,NA,NA
OTU1961,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1962,Amoebozoa,NA,NA,NA,NA,NA,NA
OTU1963,NA,NA,NA,NA,NA,NA,NA
OTU1964,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,NA,NA,NA
OTU1965,Stramenopila,Xanthophyta,Xanthophyceae,Tribonematales,NA,NA,NA
OTU1966,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,NA,NA,NA
OTU1967,Rhizaria,Cercozoa,Sarcomonadea,Cercomonadida,Cercomonadidae,Eocercomonas,NA
OTU1969,Fungi,Ascomycota,Leotiomycetes,NA,NA,NA,NA
OTU197,Amoebozoa,NA,NA,NA,NA,NA,NA
OTU1970,Stramenopila,Xanthophyta,Xanthophyceae,NA,NA,NA,NA
OTU1971,Rhizaria,Endomyxa,Phytomyxea,NA,NA,NA,NA
OTU1972,Alveolata,Apicomplexa,Coccidiomorphea,NA,NA,NA,NA
OTU1973,Fungi,NA,NA,NA,NA,NA,NA
OTU1974,NA,NA,NA,NA,NA,NA,NA
OTU1976,Stramenopila,NA,NA,NA,NA,NA,NA
OTU1977,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1978,Fungi,NA,NA,NA,NA,NA,NA
OTU1979,Fungi,NA,NA,NA,NA,NA,NA
OTU198,Amoebozoa,Lobosa,NA,Longamoebia,Acanthamoebidae,Acanthamoeba,NA
OTU1980,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU1981,Viridiplantae,NA,NA,NA,NA,NA,NA
OTU1982,Rhizaria,Cercozoa,NA,Cercomonadida,Cercomonadidae,NA,NA
OTU1983,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU1984,Rhizaria,Cercozoa,NA,Thaumatomonadida,NA,NA,NA
OTU1986,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU1989,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU199,Fungi,Ascomycota,Lecanoromycetes,Caliciales,Physciaceae,Physconia,NA
OTU1990,Alveolata,Ciliophora,Phyllopharyngea,NA,NA,NA,NA
OTU1992,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU1993,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,NA,NA,NA
OTU1994,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Tetracystaceae,Tetracystis,NA
OTU1996,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU1997,Fungi,Olpidiomycota,GS18,GS18,NA,NA,NA
OTU1999,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU2,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU20,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU200,Stramenopila,Xanthophyta,Xanthophyceae,NA,NA,NA,NA
OTU2001,Fungi,Ascomycota,Schizosaccharomycetes,NA,NA,NA,NA
OTU2002,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2003,Rhizaria,Haplosporidia,NA,NA,Plasmodiophoridae,NA,NA
OTU2004,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2005,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2006,Rhizaria,Cercozoa,NA,Cercomonadida,Cercomonadidae,NA,NA
OTU2007,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU2008,Rhizaria,Endomyxa,Phytomyxea,NA,NA,NA,NA
OTU201,Fungi,Basidiomycota,Tremellomycetes,Cystofilobasidiales,Mrakiaceae,Itersonilia,NA
OTU2010,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2011,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2012,Alveolata,Ciliophora,Phyllopharyngea,NA,NA,NA,NA
OTU2013,Fungi,Chytridiomycota,Mesochytriomycetes,Gromochytriales,Gromochytriaceae,NA,NA
OTU2014,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2015,Fungi,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,NA
OTU2016,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2017,Fungi,Ascomycota,Candelariomycetes,Candelariales,Pycnoraceae,Pycnora,NA
OTU2018,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,NA,NA
OTU2019,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2020,Rhizaria,Cercozoa,NA,Cercomonadida,Cercomonadidae,NA,NA
OTU2022,Viridiplantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,NA,NA
OTU2023,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2024,Fungi,Chytridiomycota,Lobulomycetes,NA,NA,NA,NA
OTU2025,Fungi,Zoopagomycota,Zoopagomycetes,NA,NA,NA,NA
OTU2026,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2027,Fungi,Chytridiomycota,Spizellomycetes,NA,NA,NA,NA
OTU2028,Amoebozoa,Conosa,Variosea,NA,Phalansteriidae,Phalansterium,NA
OTU2030,Fungi,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,NA
OTU2031,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,NA,NA
OTU2032,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2033,Fungi,Basidiomycota,Microbotryomycetes,Sporidiobolales,Sporidiobolaceae,Rhodotorula,NA
OTU2034,Metazoa,Tardigrada,Eutardigrada,Parachela_Eutardigrada,Hypsibiidae,Hypsibius,NA
OTU2035,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leptodontidiaceae,Leptodontidium,NA
OTU2036,NA,NA,NA,NA,NA,NA,NA
OTU2038,Viridiplantae,Chlorophyta,Chlorophyceae,NA,NA,NA,NA
OTU204,Rhizaria,NA,NA,NA,NA,NA,NA
OTU2040,Fungi,Zoopagomycota,Zoopagomycetes,NA,NA,NA,NA
OTU2041,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU2042,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU2043,Viridiplantae,Streptophyta,Bryopsida,Bryales,Bryaceae,Bryum,NA
OTU2045,Metazoa,Gastrotricha,NA,Chaetonotida,Chaetonotidae,Ichthydium,NA
OTU2046,Metazoa,Gastrotricha,NA,Chaetonotida,Chaetonotidae,Ichthydium,NA
OTU2047,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Micractinium,NA
OTU2049,Cryptista,NA,NA,NA,NA,NA,NA
OTU205,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2050,Rhizaria,Endomyxa,Phytomyxea,Vampyrellida,NA,NA,NA
OTU2051,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2052,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU2053,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2055,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2056,Fungi,Rozellomycota,NA,GS11,NA,NA,NA
OTU2057,Metazoa,Gastrotricha,NA,Chaetonotida,Chaetonotidae,Ichthydium,NA
OTU2058,Alveolata,Ciliophora,Nassophorea,Nassulida,NA,NA,NA
OTU2059,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU206,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2060,Stramenopila,Ochrophyta,Synurophyceae,Ochromonadales,Ochromonadaceae,NA,NA
OTU2062,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Heterochlamydomonas,NA
OTU2063,Fungi,Ascomycota,Lecanoromycetes,Umbilicariales,Umbilicariaceae,Umbilicaria,NA
OTU2064,Metazoa,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
OTU2066,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,NA,NA
OTU2067,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2068,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
OTU2069,Metazoa,Gastrotricha,NA,Chaetonotida,Chaetonotidae,Ichthydium,NA
OTU207,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2070,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU2071,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU2073,Fungi,Basidiomycota,Agaricomycetes,Atheliales,Pilodermataceae,Piloderma,NA
OTU2074,Viridiplantae,Chlorophyta,Trebouxiophyceae,Sphaeropleales,Radiococcaceae,Neocystis,NA
OTU2075,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU2076,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,NA
OTU2077,Euglenozoa,NA,NA,NA,NA,NA,NA
OTU208,NA,NA,NA,NA,NA,NA,NA
OTU2080,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2081,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2082,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU2084,Fungi,Zoopagomycota,Zoopagomycetes,NA,NA,NA,NA
OTU2085,Rhizaria,Cercozoa,NA,Cercomonadida,Cercomonadidae,NA,NA
OTU2087,Alveolata,Ciliophora,Colpodea,Bursariomorphida,NA,NA,NA
OTU2088,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU2089,Alveolata,Ciliophora,Litostomatea,Haptorida,NA,NA,NA
OTU209,NA,NA,NA,NA,NA,NA,NA
OTU2090,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2092,Fungi,Ascomycota,Sordariomycetes,Atractosporales,Conlariaceae,Conlarium,NA
OTU2093,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,NA
OTU2094,Fungi,Ascomycota,Dothideomycetes,NA,NA,Pseudoarthrographis,NA
OTU2095,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2096,Viridiplantae,Chlorophyta,Chlorophyceae,NA,NA,NA,NA
OTU2097,Alveolata,Chromerida,Colpodellidea,Colpodellida,NA,NA,NA
OTU2098,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,NA
OTU2099,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU21,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Oedocephalum,NA
OTU210,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,NA
OTU2100,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Talaromyces,NA
OTU2101,Rhizaria,Cercozoa,NA,Cercomonadida,Cercomonadidae,NA,NA
OTU2102,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Heterochlamydomonas,NA
OTU2103,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU2104,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2106,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU2107,Heterolobosa,Heterolobosia,Heterolobosea,Tetramitia,NA,NA,NA
OTU2108,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2109,Fungi,Basidiomycota,Tremellomycetes,Tremellales,Cryptococcaceae,Cryptococcus,NA
OTU211,Amoebozoa,NA,NA,NA,NA,NA,NA
OTU2111,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU2112,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2113,Fungi,Monoblepharomycota,Sanchytriomycetes,NA,NA,NA,NA
OTU2114,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU2115,Heterolobosa,Heterolobosia,Heterolobosea,Tetramitia,NA,NA,NA
OTU2116,Rhizaria,Cercozoa,Thecofilosea,Cryomonadida,NA,NA,NA
OTU2117,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2118,Amoebozoa,Conosa,Variosea,NA,NA,NA,NA
OTU2119,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Trichocomaceae,Rasamsonia,NA
OTU212,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,NA
OTU2120,Fungi,Ascomycota,Sordariomycetes,Cephalothecales,NA,NA,NA
OTU2121,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2122,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU2123,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2124,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonadaceae,Heterochlamydomonas,NA
OTU2125,Fungi,Chytridiomycota,Rhizophydiomycetes,NA,NA,NA,NA
OTU2126,NA,NA,NA,NA,NA,NA,NA
OTU2127,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2128,Fungi,Ascomycota,Dothideomycetes,Venturiales,NA,NA,NA
OTU2129,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU213,NA,NA,NA,NA,NA,NA,NA
OTU2130,Alveolata,Apicomplexa,Gregarinasina,NA,NA,NA,NA
OTU2131,Stramenopila,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,NA,NA
OTU2133,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2134,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Actinochloridaceae,Actinochloris,NA
OTU2135,Fungi,Zoopagomycota,Zoopagomycetes,NA,NA,NA,NA
OTU2138,Fungi,Ascomycota,Sordariomycetes,Cephalothecales,Cephalothecaceae,Phialemonium,NA
OTU2139,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU214,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Volutella,NA
OTU2140,Viridiplantae,Chlorophyta,Trebouxiophyceae,Ctenocladales,NA,NA,NA
OTU2141,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU2142,Stramenopila,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,NA,NA
OTU2144,Stramenopila,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
OTU2145,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU2146,Fungi,Mucoromycota,Endogonomycetes,Endogonales,NA,NA,NA
OTU2147,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU2148,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Cryphonectriaceae,Aurantiosacculus,NA
OTU2149,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU215,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU2150,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU2151,Fungi,Ascomycota,Sordariomycetes,Cephalothecales,Cephalothecaceae,Phialemonium,NA
OTU2152,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2153,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2154,Fungi,Ascomycota,Sordariomycetes,Cephalothecales,NA,NA,NA
OTU2155,Fungi,Ascomycota,Leotiomycetes,Helotiales,Leptodontidiaceae,Leptodontidium,NA
OTU2156,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2157,NA,NA,NA,NA,NA,NA,NA
OTU2158,Rhizaria,Cercozoa,NA,Cercomonadida,Cercomonadidae,NA,NA
OTU2159,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Graesiella,NA
OTU216,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU2161,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,Helminthosporium,NA
OTU2162,Fungi,Ascomycota,Dothideomycetes,Venturiales,NA,NA,NA
OTU2163,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Actinochloridaceae,Actinochloris,NA
OTU2165,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2167,Stramenopila,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
OTU2168,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2169,Fungi,Chytridiomycota,Lobulomycetes,NA,NA,NA,NA
OTU217,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU2170,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Graesiella,NA
OTU2171,Stramenopila,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
OTU2172,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2174,Viridiplantae,Chlorophyta,Ulvophyceae,Ulotrichales,NA,NA,NA
OTU2175,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2176,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2177,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2178,Amoebozoa,Conosa,NA,NA,NA,NA,NA
OTU2179,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2180,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU2181,Alveolata,Ciliophora,Litostomatea,Haptorida,NA,NA,NA
OTU2182,Alveolata,Perkinsida,NA,NA,NA,NA,NA
OTU2183,Viridiplantae,Streptophyta,Bryopsida,Bryales,Bryaceae,Bryum,NA
OTU2184,Stramenopila,Oomycota,Saprolegniomycetes,Saprolegniales,Achlyaceae,Achlya,NA
OTU2185,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU2186,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2187,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,NA
OTU2188,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2189,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU219,Fungi,Aphelidiomycota,NA,NA,NA,NA,NA
OTU2190,Viridiplantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,NA,NA
OTU2191,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2192,Amoebozoa,Lobosa,Tubulinea,Echinamoebida,Vermamoebidae,Vermamoeba,NA
OTU2195,Fungi,Chytridiomycota,Rhizophydiomycetes,NA,NA,NA,NA
OTU2196,NA,NA,NA,NA,NA,NA,NA
OTU2197,Alveolata,Ciliophora,Litostomatea,NA,NA,NA,NA
OTU2198,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2199,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU22,Alveolata,Ciliophora,Oligohymenophorea,Philasterida,NA,NA,NA
OTU220,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,NA
OTU2200,Alveolata,Ciliophora,Colpodea,Bursariomorphida,NA,NA,NA
OTU2201,NA,NA,NA,NA,NA,NA,NA
OTU2202,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,NA
OTU2205,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,NA
OTU2206,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2207,Viridiplantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,NA,NA
OTU2208,Stramenopila,Bacillariophyta,NA,NA,NA,NA,NA
OTU2209,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU221,NA,NA,NA,NA,NA,NA,NA
OTU2210,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2211,Rhizaria,NA,NA,NA,NA,NA,NA
OTU2213,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2215,Rhizaria,NA,NA,NA,NA,NA,NA
OTU2216,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU2217,Rhizaria,Cercozoa,NA,Cercomonadida,Cercomonadidae,NA,NA
OTU2218,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Schizochlamydaceae,Planktosphaeria,NA
OTU2219,Fungi,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscypha,NA
OTU222,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,NA,NA,NA
OTU2220,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU2221,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU2222,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU2224,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2225,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2226,Metazoa,Tardigrada,Eutardigrada,Parachela_Eutardigrada,NA,NA,NA
OTU2227,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2228,NA,NA,NA,NA,NA,NA,NA
OTU2229,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU223,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2230,Alveolata,Ciliophora,Nassophorea,NA,NA,NA,NA
OTU2231,Amoebozoa,Conosa,Variosea,NA,NA,NA,NA
OTU2232,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU2233,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2234,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Cucurbitariaceae,Pyrenochaeta,NA
OTU2236,Viridiplantae,Streptophyta,Bryopsida,Bryales,Bryaceae,Bryum,NA
OTU2238,Alveolata,Apicomplexa,NA,NA,NA,NA,NA
OTU2239,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2240,NA,NA,NA,NA,NA,NA,NA
OTU2241,Euglenozoa,NA,NA,NA,NA,NA,NA
