OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU2093,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,Talaromyces_fusiformis
OTU2094,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,Pseudorobillarda,NA
OTU2095,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2096,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Rotundellaceae,Rotundella,NA
OTU2097,NA,NA,NA,NA,NA,NA,NA
OTU2098,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU2099,Fungi,Rozellomycota,NA,Branch02,NA,NA,NA
OTU21,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Oedocephalum,NA
OTU210,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Torulaceae,Torula,Torula_gaodangensis
OTU2100,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,Talaromyces_adpressus
OTU2101,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2102,Viridiplantae,Chlorophyta,Chlorophyceae,NA,NA,NA,NA
OTU2103,NA,NA,NA,NA,NA,NA,NA
OTU2104,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2106,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Clavariaceae,Clavaria,NA
OTU2107,NA,NA,NA,NA,NA,NA,NA
OTU2108,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU2109,Fungi,Basidiomycota,Tremellomycetes,NA,NA,NA,NA
OTU211,Amoebozoa,Variosea,NA,NA,NA,NA,NA
OTU2111,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Halteriidae,Halteria,NA
OTU2112,Fungi,Rozellomycota,NA,Branch02,NA,NA,NA
OTU2113,NA,NA,NA,NA,NA,NA,NA
OTU2114,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU2115,NA,NA,NA,NA,NA,NA,NA
OTU2116,Rhizaria,NA,NA,NA,NA,NA,NA
OTU2117,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Spathidium,NA
OTU2118,NA,NA,NA,NA,NA,NA,NA
OTU2119,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,Talaromyces_diversiformis
OTU212,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascobolaceae,Ascobolus,NA
OTU2120,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU2121,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2122,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2123,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU2124,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU2125,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU2126,NA,NA,NA,NA,NA,NA,NA
OTU2127,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2128,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Pseudosigmoidea,NA
OTU2129,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU213,NA,NA,NA,NA,NA,NA,NA
OTU2130,Alveolata,Apicomplexa,NA,NA,NA,NA,NA
OTU2131,NA,NA,NA,NA,NA,NA,NA
OTU2133,Fungi,Rozellomycota,NA,Branch02,NA,NA,NA
OTU2134,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU2135,Fungi,Zoopagomycota,NA,NA,NA,NA,NA
OTU2138,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_destructivum
OTU2139,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU214,Fungi,Ascomycota,Sordariomycetes,Microascales,NA,NA,NA
OTU2140,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU2141,Fungi,Entorrhizomycota,Entorrhizomycetes,Talbotiomycetales,NA,NA,NA
OTU2142,NA,NA,NA,NA,NA,NA,NA
OTU2144,NA,NA,NA,NA,NA,NA,NA
OTU2145,Fungi,Entorrhizomycota,Entorrhizomycetes,Talbotiomycetales,NA,NA,NA
OTU2146,Fungi,NA,NA,NA,NA,NA,NA
OTU2147,Alveolata,Ciliophora,Spirotrichea,Stichotrichida,Kahliellidae,Pseudokahliella,NA
OTU2148,Fungi,Ascomycota,Sordariomycetes,Diaporthales,Diaporthaceae,Diaporthe,Diaporthe_longicolla
OTU2149,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU215,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,Sarocladium,NA
OTU2150,Fungi,Chytridiomycota,Rhizophydiomycetes,NA,NA,NA,NA
OTU2151,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Colletotrichum_destructivum
OTU2152,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2153,NA,NA,NA,NA,NA,NA,NA
OTU2154,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU2155,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU2156,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Spongiochloris,NA
OTU2157,NA,NA,NA,NA,NA,NA,NA
OTU2158,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2159,Viridiplantae,Chlorophyta,Chlorophyceae,NA,NA,NA,NA
OTU216,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,Sarocladium,NA
OTU2161,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,NA,NA
OTU2162,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Pseudosigmoidea,NA
OTU2163,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU2165,Fungi,Rozellomycota,NA,Branch02,NA,NA,NA
OTU2167,NA,NA,NA,NA,NA,NA,NA
OTU2168,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2169,Fungi,Basidiomycota,NA,NA,NA,NA,NA
OTU217,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Articulospora,NA
OTU2170,Viridiplantae,Chlorophyta,Chlorophyceae,NA,NA,NA,NA
OTU2171,NA,NA,NA,NA,NA,NA,NA
OTU2172,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,NA
OTU2174,Viridiplantae,Chlorophyta,Ulvophyceae,Ulotrichales,Hazeniaceae,Hazenia,NA
OTU2175,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,Chlamydomonas_applanata
OTU2176,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Spongiochloris,NA
OTU2177,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2178,NA,NA,NA,NA,NA,NA,NA
OTU2179,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2180,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,NA
OTU2181,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Spathidium,NA
OTU2182,NA,NA,NA,NA,NA,NA,NA
OTU2183,Viridiplantae,Bryophyta,Bryopsida,Bryales,Bryaceae,NA,NA
OTU2184,Stramenopila,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,NA,NA
OTU2185,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Halteriidae,Halteria,NA
OTU2186,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,NA
OTU2187,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus_magnus
OTU2188,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU2189,Protista,NA,NA,NA,NA,NA,NA
OTU219,NA,NA,NA,NA,NA,NA,NA
OTU2190,Viridiplantae,Bryophyta,Bryopsida,NA,NA,NA,NA
OTU2191,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU2192,Amoebozoa,Tubulinea,NA,NA,Hartmannellidae,Hartmannella,NA
OTU2195,Fungi,NA,NA,NA,NA,NA,NA
OTU2196,Fungi,Basidiomycota,Atractiellomycetes,Atractiellales,NA,NA,NA
OTU2197,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU2198,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2199,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,NA
OTU22,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU220,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_oxalicum
OTU2200,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2201,NA,NA,NA,NA,NA,NA,NA
OTU2202,Fungi,Basidiobolomycota,Basidiobolomycetes,Basidiobolales,Basidiobolaceae,Basidiobolus,Basidiobolus_magnus
OTU2205,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,NA,NA
OTU2206,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Epispathidium,NA
OTU2207,Viridiplantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Weissia,NA
OTU2208,Stramenopila,NA,NA,NA,NA,NA,NA
OTU2209,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Meyerella,NA
OTU221,NA,NA,NA,NA,NA,NA,NA
OTU2210,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2211,Rhizaria,NA,NA,NA,NA,NA,NA
OTU2213,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2215,Rhizaria,NA,NA,NA,NA,NA,NA
OTU2216,Alveolata,Ciliophora,Oligohymenophorea,NA,Vorticellidae,Vorticella,NA
OTU2217,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2218,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,NA
OTU2219,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,NA,NA
OTU222,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,Chytridiaceae,Irineochytrium,Irineochytrium_annulatum
OTU2220,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU2221,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA
OTU2222,NA,NA,NA,NA,NA,NA,NA
OTU2224,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2225,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2226,NA,NA,NA,NA,NA,NA,NA
OTU2227,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Epispathidium,NA
OTU2228,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2229,Fungi,Rozellomycota,NA,Branch02,NA,NA,NA
OTU223,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2230,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2231,NA,NA,NA,NA,NA,NA,NA
OTU2232,Fungi,Basidiomycota,Agaricomycetes,Thelephorales,Thelephoraceae,Tomentella,NA
OTU2233,Alveolata,Ciliophora,Oligohymenophorea,Peniculida,Urocentridae,Urocentrum,NA
OTU2234,NA,NA,NA,NA,NA,NA,NA
OTU2236,Viridiplantae,Bryophyta,Bryopsida,Bryales,Bryaceae,NA,NA
OTU2238,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2239,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2240,NA,NA,NA,NA,NA,NA,NA
OTU2241,NA,NA,NA,NA,NA,NA,NA
OTU2242,NA,NA,NA,NA,NA,NA,NA
OTU2243,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,Entoloma_sericeum
OTU2244,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,NA,NA,NA
OTU2245,NA,NA,NA,NA,NA,NA,NA
OTU2246,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,NA
OTU2247,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU2248,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2249,NA,NA,NA,NA,NA,NA,NA
OTU225,NA,NA,NA,NA,NA,NA,NA
OTU2251,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2252,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2253,Viridiplantae,Chlorophyta,Trebouxiophyceae,NA,NA,NA,NA
OTU2255,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Mollisia,NA
OTU2257,Fungi,NA,NA,NA,NA,NA,NA
OTU2259,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU226,Fungi,Rozellomycota,Rozellomycetes,NA,NA,NA,NA
OTU2260,Alveolata,Ciliophora,Spirotrichea,Urostylida,Urostylidae,NA,NA
OTU2261,Viridiplantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,NA,NA
OTU2262,NA,NA,NA,NA,NA,NA,NA
OTU2263,Cryptista,Katablepharidophyta,NA,NA,NA,NA,NA
OTU2264,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2265,Fungi,Rozellomycota,NA,Branch02,NA,NA,NA
OTU2266,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU2268,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Chlorococcum,NA
OTU2269,NA,NA,NA,NA,NA,NA,NA
OTU227,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU2270,NA,NA,NA,NA,NA,NA,NA
OTU2271,Fungi,Chytridiomycota,Rhizophydiomycetes,NA,NA,NA,NA
OTU2272,NA,NA,NA,NA,NA,NA,NA
OTU2273,NA,NA,NA,NA,NA,NA,NA
OTU2274,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,Eocronartiaceae,Eocronartium,NA
OTU2275,NA,NA,NA,NA,NA,NA,NA
OTU2278,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU2279,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Lectera,Lectera_nordwiniana
OTU228,Fungi,Ascomycota,Sordariomycetes,NA,NA,NA,NA
OTU2281,Fungi,Ascomycota,Sordariomycetes,Sordariales,Naviculisporaceae,Pseudorhypophila,Pseudorhypophila_mangenotii
OTU2282,Alveolata,Ciliophora,Oligohymenophorea,NA,Vorticellidae,Vorticella,NA
OTU2283,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,Eocronartiaceae,Eocronartium,NA
OTU2284,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,Tetragoniomyces,NA
OTU2285,Alveolata,Ciliophora,Nassophorea,Nassulida,Nassulidae,Nassula,NA
OTU2287,Fungi,Basidiomycota,Ustilaginomycetes,Ustilaginales,Ustilaginaceae,Ustilago,Ustilago_sphaerogena
OTU2288,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,NA,NA
OTU2289,Fungi,Ascomycota,Leotiomycetes,Helotiales,Gelatinodiscaceae,Neobulgaria,NA
OTU229,Stramenopila,Oomycota,Oomycetes,NA,NA,NA,NA
OTU2291,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,Cyrtohymena,NA
OTU2292,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,NA,NA,NA
OTU2293,Fungi,Basidiomycota,Microbotryomycetes,NA,NA,NA,NA
OTU2294,NA,NA,NA,NA,NA,NA,NA
OTU2296,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metarhizium,Metarhizium_brunneum
OTU2297,Alveolata,Ciliophora,Nassophorea,Nassulida,Nassulidae,Nassula,NA
OTU2298,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2299,Stramenopila,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,NA,NA
OTU23,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU2300,Fungi,NA,NA,NA,NA,NA,NA
OTU2301,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA
OTU2302,Fungi,NA,NA,NA,NA,NA,NA
OTU2303,NA,NA,NA,NA,NA,NA,NA
OTU2304,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Strophariaceae,NA,NA
OTU2305,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Massarinaceae,NA,NA
OTU2306,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Arcuospathidium,NA
OTU2307,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2308,Viridiplantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Neochloridaceae,Planktosphaeria,NA
OTU2309,Fungi,Ascomycota,Sordariomycetes,Sordariales,Naviculisporaceae,Pseudorhypophila,Pseudorhypophila_mangenotii
OTU231,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Nectriaceae,Paracremonium,Paracremonium_binnewijzendii
OTU2310,Fungi,NA,NA,NA,NA,NA,NA
OTU2311,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU2313,NA,NA,NA,NA,NA,NA,NA
OTU2314,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,NA
OTU2315,Fungi,NA,NA,NA,NA,NA,NA
OTU2317,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA
OTU2318,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,Coniochaeta_lignicola
OTU2319,Viridiplantae,Chlorophyta,Chlorophyceae,NA,NA,NA,NA
OTU232,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU2320,NA,NA,NA,NA,NA,NA,NA
OTU2321,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,NA,Atractospora,NA
OTU2322,NA,NA,NA,NA,NA,NA,NA
OTU2323,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,Tetragoniomyces,NA
OTU2324,Alveolata,Ciliophora,Spirotrichea,Urostylida,Urostylidae,NA,NA
OTU2325,Fungi,Ascomycota,Leotiomycetes,Helotiales,Gelatinodiscaceae,Neobulgaria,NA
OTU2326,Alveolata,Ciliophora,Nassophorea,Nassulida,Nassulidae,Nassula,NA
OTU2327,Fungi,Ascomycota,Sordariomycetes,Microascales,Ceratocystidaceae,Berkeleyomyces,Berkeleyomyces_rouxiae
OTU2328,Stramenopila,NA,NA,NA,NA,NA,NA
OTU2329,Alveolata,Ciliophora,Oligohymenophorea,NA,Vorticellidae,Vorticella,NA
OTU2330,Alveolata,Ciliophora,Nassophorea,Nassulida,Nassulidae,Nassula,NA
OTU2331,Viridiplantae,Chlorophyta,Chlorophyceae,NA,NA,NA,NA
OTU2332,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU2333,NA,NA,NA,NA,NA,NA,NA
OTU2334,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU2335,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Debaryomycetaceae,Schwanniomyces,Schwanniomyces_occidentalis
OTU2336,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2337,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorosarcinaceae,Chlorosarcinopsis,Chlorosarcinopsis_eremi
OTU2338,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU2339,Viridiplantae,Bryophyta,Bryopsida,Pottiales,Pottiaceae,Chenia,Chenia_leptophylla
OTU234,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU2340,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU2341,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Schizothecium,NA
OTU2342,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU2343,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2344,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2345,Metazoa,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Fridericia,NA
OTU2346,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU2347,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Syncephalis,NA
OTU2351,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,NA,NA
OTU2352,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,NA,NA
OTU2353,NA,NA,NA,NA,NA,NA,NA
OTU2354,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,NA,NA
OTU2355,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU2356,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,NA
OTU2357,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Clavulinaceae,NA,NA
OTU2358,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2359,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU236,Fungi,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipita,NA
OTU2360,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,Eocronartiaceae,Eocronartium,NA
OTU2361,Fungi,Ascomycota,Sordariomycetes,Chaetosphaeriales,Chaetosphaeriaceae,Chaetosphaeria,NA
OTU2362,NA,NA,NA,NA,NA,NA,NA
OTU2363,Rhizaria,Endomyxa,Phytomyxea,Plasmodiophorida,Plasmodiophoridae,Polymyxa,NA
OTU2365,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Microdochium,Microdochium_colombiense
OTU2366,Alveolata,Ciliophora,Spirotrichea,Stichotrichida,NA,NA,NA
OTU2367,NA,NA,NA,NA,NA,NA,NA
OTU2368,Metazoa,Nematoda,Chromadorea,Rhabditida,Criconematidae,Mesocriconema,NA
OTU2369,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU237,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraloratospora,Paraloratospora_camporesii
OTU2370,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,NA,NA,NA
OTU2371,Glaucocystoplantae,Glaucocystophyta,NA,NA,NA,NA,NA
OTU2372,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2373,Rhizaria,NA,NA,NA,NA,NA,NA
OTU2374,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Lipomycetaceae,Lipomyces,Lipomyces_starkeyi
OTU2375,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
OTU2376,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2377,Fungi,Ascomycota,Sordariomycetes,Sordariales,Lasiosphaeriaceae,Cercophora,NA
OTU2378,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU238,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU2380,Fungi,Basidiomycota,Agaricomycetes,NA,NA,NA,NA
OTU2382,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2383,Fungi,Blastocladiomycota,NA,NA,NA,NA,NA
OTU2384,NA,NA,NA,NA,NA,NA,NA
OTU2385,Alveolata,Ciliophora,Spirotrichea,Urostylida,NA,NA,NA
OTU2386,Fungi,Basidiomycota,Pucciniomycetes,Platygloeales,Eocronartiaceae,Eocronartium,NA
OTU2387,Fungi,NA,NA,NA,NA,NA,NA
OTU2388,Fungi,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,NA,NA
OTU2389,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_hunanense
OTU239,Stramenopila,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Saprolegnia,NA
OTU2391,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Spathidium,NA
OTU2392,NA,NA,NA,NA,NA,NA,NA
OTU2393,NA,NA,NA,NA,NA,NA,NA
OTU2394,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
OTU2395,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU2396,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,Cyrtohymena,NA
OTU2397,Fungi,Chytridiomycota,Chytridiomycetes,Chytridiales,NA,NA,NA
OTU2398,Fungi,Zoopagomycota,Zoopagomycetes,Zoopagales,Piptocephalidaceae,Syncephalis,NA
OTU2399,Rhizaria,NA,NA,NA,NA,NA,NA
OTU24,Fungi,Chytridiomycota,Lobulomycetes,Lobulomycetales,NA,NA,NA
OTU240,Metazoa,Gastrotricha,Chaetonotida,NA,Chaetonotidae,Chaetonotus,NA
OTU2400,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2401,Stramenopila,NA,NA,NA,NA,NA,NA
OTU2402,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Tetracystis,NA
OTU2404,NA,NA,NA,NA,NA,NA,NA
OTU2405,Rhizaria,Endomyxa,Phytomyxea,Plasmodiophorida,Plasmodiophoridae,Polymyxa,NA
OTU2406,Fungi,Ascomycota,Sordariomycetes,Microascales,Microascaceae,Acaulium,Acaulium_caviariforme
OTU2408,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,Aristerostoma,NA
OTU2409,Alveolata,Ciliophora,Litostomatea,Haptorida,Spathidiidae,Semispathidium,NA
OTU241,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU2410,Fungi,Rozellomycota,NA,GS05,NA,NA,NA
OTU2411,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_intermedia
OTU2412,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,NA,NA
OTU2413,Fungi,Ascomycota,Leotiomycetes,Helotiales,Ploettnerulaceae,Cadophora,NA
OTU2414,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2415,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,NA
OTU2416,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Lyomyces,Lyomyces_mascarensis
OTU2417,Fungi,Zoopagomycota,NA,NA,NA,NA,NA
OTU2418,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
