OTUID,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU2614,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU2615,Fungi,Ascomycota,Laboulbeniomycetes,NA,NA,NA,NA
OTU2616,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2618,Alveolata,Ciliophora,Spirotrichea,Urostylida,Holostichidae,Anteholosticha,NA
OTU2619,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,NA,NA
OTU262,NA,NA,NA,NA,NA,NA,NA
OTU2620,NA,NA,NA,NA,NA,NA,NA
OTU2621,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Cladorrhinum,Cladorrhinum_australe
OTU2622,NA,NA,NA,NA,NA,NA,NA
OTU2624,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU2625,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2626,Fungi,NA,NA,NA,NA,NA,NA
OTU2627,Fungi,Ascomycota,Laboulbeniomycetes,NA,NA,NA,NA
OTU2628,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU2629,NA,NA,NA,NA,NA,NA,NA
OTU263,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Stellatospora,Stellatospora_terricola
OTU2630,Heterolobosa,NA,Heterolobosea,Schizopyrenida,Vahlkampfiidae,Vahlkampfia,NA
OTU2631,Alveolata,Ciliophora,Spirotrichea,Urostylida,NA,NA,NA
OTU2632,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU2633,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,NA
OTU2634,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus,Cyathus_jiayuguanensis
OTU2635,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,NA
OTU2636,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU2637,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,NA
OTU2638,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU2639,NA,NA,NA,NA,NA,NA,NA
OTU264,NA,NA,NA,NA,NA,NA,NA
OTU2640,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU2641,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU2642,NA,NA,NA,NA,NA,NA,NA
OTU2643,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2644,NA,NA,NA,NA,NA,NA,NA
OTU2646,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,NA,NA
OTU2647,Heterolobosa,NA,Heterolobosea,Schizopyrenida,Vahlkampfiidae,Vahlkampfia,NA
OTU2648,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU265,NA,NA,NA,NA,NA,NA,NA
OTU2650,NA,NA,NA,NA,NA,NA,NA
OTU2652,NA,NA,NA,NA,NA,NA,NA
OTU2653,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU2654,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2655,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,NA
OTU2656,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,Ceratobasidium,NA
OTU2657,Alveolata,Ciliophora,Spirotrichea,NA,NA,NA,NA
OTU266,NA,NA,NA,NA,NA,NA,NA
OTU2660,Fungi,Ascomycota,Pezizomycetes,Pezizales,NA,Coprotus,NA
OTU2661,NA,NA,NA,NA,NA,NA,NA
OTU2663,NA,NA,NA,NA,NA,NA,NA
OTU2664,NA,NA,NA,NA,NA,NA,NA
OTU2665,NA,NA,NA,NA,NA,NA,NA
OTU2666,NA,NA,NA,NA,NA,NA,NA
OTU2667,NA,NA,NA,NA,NA,NA,NA
OTU2668,NA,NA,NA,NA,NA,NA,NA
OTU2669,NA,NA,NA,NA,NA,NA,NA
OTU267,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Goniaceae,Gonium,NA
OTU2670,NA,NA,NA,NA,NA,NA,NA
OTU2671,NA,NA,NA,NA,NA,NA,NA
OTU2672,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2673,NA,NA,NA,NA,NA,NA,NA
OTU2674,NA,NA,NA,NA,NA,NA,NA
OTU2675,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Gaertneriomyces,NA
OTU2676,NA,NA,NA,NA,NA,NA,NA
OTU2677,NA,NA,NA,NA,NA,NA,NA
OTU2679,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU268,NA,NA,NA,NA,NA,NA,NA
OTU2680,NA,NA,NA,NA,NA,NA,NA
OTU2681,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Phallus,Phallus_hadriani
OTU2682,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2683,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_apala
OTU2684,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Conocybe_apala
OTU2685,Fungi,Basidiomycota,Agaricomycetes,Boletales,Suillaceae,Fuscoboletinus,Fuscoboletinus_spectabilis
OTU2686,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2687,NA,NA,NA,NA,NA,NA,NA
OTU2688,Fungi,NA,NA,NA,NA,NA,NA
OTU2689,Fungi,Ascomycota,NA,NA,NA,Badarisama,Badarisama_sojae
OTU269,NA,NA,NA,NA,NA,NA,NA
OTU2691,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Omphalotaceae,Lentinula,Lentinula_edodes
OTU2692,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU2693,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,Arthrobotrys,NA
OTU2695,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Paraphaeosphaeria,Paraphaeosphaeria_minitans
OTU2696,NA,NA,NA,NA,NA,NA,NA
OTU2697,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,NA
OTU2698,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Sistotrema,NA
OTU2699,Alveolata,Ciliophora,Oligohymenophorea,NA,NA,NA,NA
OTU270,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Phialocephala,NA
OTU2700,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,NA
OTU2701,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,NA
OTU2702,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2703,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_globosa
OTU2704,NA,NA,NA,NA,NA,NA,NA
OTU2705,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU2706,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,NA,NA
OTU2707,NA,NA,NA,NA,NA,NA,NA
OTU2708,NA,NA,NA,NA,NA,NA,NA
OTU2709,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU271,NA,NA,NA,NA,NA,NA,NA
OTU2710,NA,NA,NA,NA,NA,NA,NA
OTU2711,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Lysurus,NA
OTU2712,Fungi,Ascomycota,GS37,NA,NA,NA,NA
OTU2714,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces,NA
OTU2715,NA,NA,NA,NA,NA,NA,NA
OTU2716,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2717,NA,NA,NA,NA,NA,NA,NA
OTU2718,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,NA,NA
OTU2719,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU272,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Alphamycetaceae,Betamyces,NA
OTU2720,NA,NA,NA,NA,NA,NA,NA
OTU2722,Fungi,Basidiomycota,Agaricomycetes,Phallales,Phallaceae,Lysurus,NA
OTU2723,NA,NA,NA,NA,NA,NA,NA
OTU2724,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,NA,NA
OTU2725,NA,NA,NA,NA,NA,NA,NA
OTU2726,NA,NA,NA,NA,NA,NA,NA
OTU2727,NA,NA,NA,NA,NA,NA,NA
OTU2728,NA,NA,NA,NA,NA,NA,NA
OTU2729,Alveolata,Ciliophora,Spirotrichea,Urostylida,Bakuellidae,Bakuella,Bakuella_granulifera
OTU273,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU2730,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_crustosus
OTU2731,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena_stylobates
OTU2732,NA,NA,NA,NA,NA,NA,NA
OTU2733,NA,NA,NA,NA,NA,NA,NA
OTU2734,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,Mycena_stylobates
OTU2735,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU2736,Fungi,Ascomycota,Laboulbeniomycetes,Pyxidiophorales,NA,NA,NA
OTU2737,NA,NA,NA,NA,NA,NA,NA
OTU2738,Fungi,Ascomycota,Laboulbeniomycetes,Pyxidiophorales,NA,NA,NA
OTU2739,NA,NA,NA,NA,NA,NA,NA
OTU274,NA,NA,NA,NA,NA,NA,NA
OTU2740,Stramenopila,NA,NA,NA,NA,NA,NA
OTU2741,NA,NA,NA,NA,NA,NA,NA
OTU2742,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU2743,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Minimedusa,Minimedusa_polyspora
OTU2745,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Hydnaceae,Minimedusa,Minimedusa_polyspora
OTU2746,Fungi,Ascomycota,Pezizomycetes,Pezizales,Ascodesmidaceae,NA,NA
OTU2747,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU2748,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Typhulaceae,Typhula,Typhula_micans
OTU2749,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Limnoperdaceae,NA,NA
OTU275,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,NA
OTU2750,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_keveioides
OTU2752,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU2753,Metazoa,Nematoda,Chromadorea,Rhabditida,Anguinidae,Ditylenchus,NA
OTU2754,NA,NA,NA,NA,NA,NA,NA
OTU2755,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2756,Alveolata,Ciliophora,Colpodea,Colpodida,Colpodidae,Colpoda,NA
OTU2757,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,Uncobasidium,NA
OTU2758,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Plectosphaerellaceae,Lectera,Lectera_nordwiniana
OTU2759,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Rhizophlyctidaceae,NA,NA
OTU276,Fungi,Ascomycota,Sordariomycetes,Myrmecridiales,Myrmecridiaceae,Myrmecridium,Myrmecridium_junci
OTU2760,Metazoa,Nematoda,Chromadorea,Rhabditida,Aphelenchoididae,Robustodorus,NA
OTU2761,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU2762,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,NA,NA
OTU2763,Fungi,Ascomycota,Leotiomycetes,Helotiales,Helotiaceae,Hymenoscyphus,Hymenoscyphus_repandus
OTU2764,NA,NA,NA,NA,NA,NA,NA
OTU2765,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Hypocreaceae,Trichoderma,Trichoderma_piluliferum
OTU2766,Fungi,Basidiomycota,Agaricomycetes,Agaricales,NA,Uncobasidium,NA
OTU2767,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,Pseudorobillarda,NA
OTU2768,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Paraphoma,Paraphoma_radicina
OTU2769,NA,NA,NA,NA,NA,NA,NA
OTU277,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,NA
OTU2770,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU2771,NA,NA,NA,NA,NA,NA,NA
OTU2772,Fungi,NA,NA,NA,NA,NA,NA
OTU2773,Fungi,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Waitea,Waitea_arvalis
OTU2774,NA,NA,NA,NA,NA,NA,NA
OTU2775,Viridiplantae,Chlorophyta,Chlorophyceae,Volvocales,Chlamydomonadaceae,Chlamydomonas,NA
OTU2776,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Microdochium,Microdochium_colombiense
OTU2777,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2778,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU2779,NA,NA,NA,NA,NA,NA,NA
OTU2780,Glaucocystoplantae,Glaucocystophyta,NA,NA,NA,NA,NA
OTU2781,Alveolata,Ciliophora,Nassophorea,Nassulida,Furgasoniidae,Parafurgasonia,NA
OTU2782,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Spongiochloris,NA
OTU2783,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU2784,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Melanommataceae,Herpotrichia,Herpotrichia_pinetorum
OTU2785,Fungi,Ascomycota,Sordariomycetes,Hypocreales,NA,Acremonium,NA
OTU2786,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU2788,NA,NA,NA,NA,NA,NA,NA
OTU2789,Fungi,Blastocladiomycota,Blastocladiomycetes,Blastocladiales,NA,NA,NA
OTU279,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2790,Fungi,Mortierellomycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,Mortierella_antarctica
OTU2791,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,NA,NA,NA
OTU2793,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,Aspergillus_keveioides
OTU2795,Fungi,Ascomycota,Sordariomycetes,Phomatosporales,Phomatosporaceae,Phomatospora,NA
OTU2796,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2797,NA,NA,NA,NA,NA,NA,NA
OTU2798,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU2799,NA,NA,NA,NA,NA,NA,NA
OTU28,Stramenopila,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,NA,NA
OTU2800,Fungi,Ascomycota,Dothideomycetes,Venturiales,Sympoventuriaceae,Ochroconis,NA
OTU2801,NA,NA,NA,NA,NA,NA,NA
OTU2802,Fungi,Ascomycota,Eurotiomycetes,Chaetothyriales,Herpotrichiellaceae,Cladophialophora,NA
OTU2803,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Testudinaceae,NA,NA
OTU2804,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2805,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Boeremia,Boeremia_populi
OTU2806,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU2807,NA,NA,NA,NA,NA,NA,NA
OTU2808,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Limnoperdaceae,NA,NA
OTU2809,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Spegazzinia,Spegazzinia_radermacherae
OTU281,Fungi,Basidiomycota,Microbotryomycetes,NA,NA,NA,NA
OTU2810,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopora,NA
OTU2812,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2813,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,NA
OTU2814,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Penicillium_janczewskii
OTU2815,Fungi,Ascomycota,Leotiomycetes,Helotiales,Mollisiaceae,Mollisia,NA
OTU2816,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Tetracystis,NA
OTU2817,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlorococcaceae,Tetracystis,NA
OTU2819,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Didymellaceae,Boeremia,Boeremia_populi
OTU282,NA,NA,NA,NA,NA,NA,NA
OTU2820,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,Pseudorobillarda,NA
OTU2821,Fungi,Basidiomycota,Agaricomycetes,Boletales,Sclerodermataceae,Scleroderma,NA
OTU2822,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU2823,Fungi,Ascomycota,Dothideomycetes,Venturiales,Venturiaceae,Venturia,NA
OTU2824,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Testudinaceae,NA,NA
OTU2825,Fungi,Ascomycota,Sordariomycetes,Magnaporthales,Magnaporthaceae,Arxiella,Arxiella_terrestris
OTU2827,Fungi,Basidiomycota,Agaricomycetes,Hymenochaetales,Schizoporaceae,Hyphodontia,NA
OTU2828,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Dictyosporiaceae,NA,NA
OTU2829,NA,NA,NA,NA,NA,NA,NA
OTU283,NA,NA,NA,NA,NA,NA,NA
OTU2830,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus,Cyathus_stercoreus
OTU2831,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU2832,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Talaromyces,Talaromyces_aspriconidius
OTU2833,Fungi,NA,NA,NA,NA,NA,NA
OTU2834,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus_appendiculatus
OTU2836,Fungi,Basidiomycota,Agaricostilbomycetes,Agaricostilbales,Chionosphaeraceae,Kurtzmanomyces,NA
OTU2839,Fungi,Ascomycota,Leotiomycetes,Thelebolales,Pseudeurotiaceae,Pseudogymnoascus,Pseudogymnoascus_appendiculatus
OTU284,NA,NA,NA,NA,NA,NA,NA
OTU2840,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Powellomycetaceae,NA,NA
OTU2841,Fungi,Ascomycota,Sordariomycetes,Sordariales,NA,NA,NA
OTU2842,Fungi,Ascomycota,Sordariomycetes,Hypocreales,Clavicipitaceae,Metacordyceps,Metacordyceps_chlamydosporia
OTU2844,Fungi,GS01,NA,NA,NA,NA,NA
OTU2845,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU2846,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
OTU2847,Stramenopila,NA,NA,NA,NA,NA,NA
OTU2848,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,NA,NA,NA
OTU2849,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,NA,NA,NA
OTU2850,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Nidulariaceae,Cyathus,Cyathus_stercoreus
OTU2851,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
OTU2852,NA,NA,NA,NA,NA,NA,NA
OTU2853,Metazoa,Nematoda,Chromadorea,Rhabditida,Anguinidae,Ditylenchus,NA
OTU2855,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,NA,NA,NA
OTU2856,Fungi,Glomeromycota,Paraglomeromycetes,Paraglomerales,Paraglomeraceae,Paraglomus,NA
OTU2857,Fungi,Ascomycota,Leotiomycetes,Helotiales,NA,NA,NA
OTU2858,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU2859,Fungi,Ascomycota,Sordariomycetes,Conioscyphales,Conioscyphaceae,Conioscypha,NA
OTU286,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,NA,NA
OTU2860,Alveolata,Ciliophora,Spirotrichea,Urostylida,Pseudourostylidae,Pseudourostyla,NA
OTU2861,NA,NA,NA,NA,NA,NA,NA
OTU2862,Fungi,Ascomycota,Sordariomycetes,Conioscyphales,Conioscyphaceae,Conioscypha,NA
OTU2863,NA,NA,NA,NA,NA,NA,NA
OTU2864,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Mycenaceae,Mycena,NA
OTU2866,Fungi,Basidiomycota,Tremellomycetes,Trichosporonales,Tetragoniomycetaceae,Tetragoniomyces,NA
OTU2867,Fungi,Ascomycota,Dothideomycetes,Pleosporales,NA,NA,NA
OTU2868,Fungi,Ascomycota,Leotiomycetes,Erysiphales,Erysiphaceae,Erysiphe,Erysiphe_chifengensis
OTU2869,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU287,NA,NA,NA,NA,NA,NA,NA
OTU2870,Stramenopila,Oomycota,Oomycetes,Pythiales,Pythiaceae,Pythium,NA
OTU2871,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU2872,Fungi,Basidiomycota,Malasseziomycetes,Malasseziales,Malasseziaceae,Malassezia,Malassezia_restricta
OTU2873,NA,NA,NA,NA,NA,NA,NA
OTU2874,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,NA
OTU2875,Fungi,Ascomycota,Sordariomycetes,Conioscyphales,Conioscyphaceae,Conioscypha,Conioscypha_bambusicola
OTU2876,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Entolomataceae,Entoloma,NA
OTU2877,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Oxytrichidae,NA,NA
OTU2878,Fungi,Chytridiomycota,NA,NA,NA,NA,NA
OTU2879,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Rhizophydiaceae,NA,NA
OTU288,NA,NA,NA,NA,NA,NA,NA
OTU2880,Fungi,Ascomycota,Sordariomycetes,Xylariales,Amphisphaeriaceae,Microdochium,Microdochium_trichocladiopsis
OTU2881,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Tulasnellaceae,Tulasnella,Tulasnella_ellipsoidea
OTU2882,NA,NA,NA,NA,NA,NA,NA
OTU2883,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,Spizellomycetaceae,Kochiomyces,NA
OTU2884,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,Alternaria_subcucurbitae
OTU2885,Metazoa,Arthropoda,NA,NA,NA,NA,NA
OTU2887,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU2888,Viridiplantae,Chlorophyta,NA,NA,NA,NA,NA
OTU2889,NA,NA,NA,NA,NA,NA,NA
OTU2890,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Geopora,NA
OTU2891,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Sonoraphlyctidaceae,Sonoraphlyctis,Sonoraphlyctis_ranzonii
OTU2892,NA,NA,NA,NA,NA,NA,NA
OTU2893,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Sonoraphlyctidaceae,Sonoraphlyctis,Sonoraphlyctis_ranzonii
OTU2894,Fungi,Ascomycota,Sordariomycetes,Xylariales,Hyponectriaceae,Monographella,NA
OTU2895,Fungi,Rozellomycota,NA,NA,NA,NA,NA
OTU2897,Viridiplantae,Chlorophyta,Trebouxiophyceae,Chlorellales,NA,NA,NA
OTU2898,Fungi,Glomeromycota,Glomeromycetes,Gigasporales,Gigasporaceae,Gigaspora,NA
OTU2899,Alveolata,Ciliophora,NA,NA,NA,NA,NA
OTU29,NA,NA,NA,NA,NA,NA,NA
OTU290,NA,NA,NA,NA,NA,NA,NA
OTU2900,NA,NA,NA,NA,NA,NA,NA
OTU2901,NA,NA,NA,NA,NA,NA,NA
OTU2902,Fungi,Ascomycota,Eurotiomycetes,Verrucariales,NA,NA,NA
OTU2903,Fungi,Chytridiomycota,Spizellomycetes,Spizellomycetales,NA,NA,NA
OTU2904,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU2905,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,Sonoraphlyctidaceae,Sonoraphlyctis,NA
OTU2906,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Terramycetaceae,Boothiomyces,NA
OTU2907,Fungi,NA,NA,NA,NA,NA,NA
OTU2908,NA,NA,NA,NA,NA,NA,NA
OTU2909,Fungi,Chytridiomycota,Rhizophydiomycetes,Rhizophydiales,Terramycetaceae,Boothiomyces,NA
OTU2910,Stramenopila,Oomycota,Oomycetes,Saprolegniales,Saprolegniaceae,Aphanomyces,Aphanomyces_cochlioides
OTU2911,Alveolata,Ciliophora,Spirotrichea,Sporadotrichida,Halteriidae,Halteria,NA
OTU2912,Fungi,Basidiomycota,Agaricomycetes,Cantharellales,Ceratobasidiaceae,NA,NA
OTU2913,NA,NA,NA,NA,NA,NA,NA
OTU2914,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,NA,NA
OTU2915,Fungi,Ascomycota,Sordariomycetes,Coniochaetales,Coniochaetaceae,Coniochaeta,NA
OTU2917,Fungi,Ascomycota,Sordariomycetes,Sordariales,Chaetomiaceae,Chaetomidium,Chaetomidium_leptoderma
OTU2918,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Leptospora,NA
OTU2919,Fungi,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Aspergillus,NA
OTU292,Fungi,Ascomycota,Sordariomycetes,Sordariales,Podosporaceae,Podospora,NA
OTU2920,NA,NA,NA,NA,NA,NA,NA
OTU2921,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
OTU2922,Fungi,NA,NA,NA,NA,NA,NA
OTU2924,Fungi,Ascomycota,Orbiliomycetes,Orbiliales,Orbiliaceae,NA,NA
OTU2925,NA,NA,NA,NA,NA,NA,NA
OTU2926,Fungi,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Coprinellus,Coprinellus_radians
OTU2927,NA,NA,NA,NA,NA,NA,NA
OTU2928,Metazoa,Arthropoda,NA,NA,NA,NA,NA
OTU2929,Fungi,Chytridiomycota,Rhizophlyctidomycetes,Rhizophlyctidales,NA,NA,NA
OTU293,NA,NA,NA,NA,NA,NA,NA
OTU2930,NA,NA,NA,NA,NA,NA,NA
OTU2931,Fungi,Ascomycota,Sordariomycetes,Atractosporales,Conlariaceae,Conlarium,NA
OTU2932,Fungi,Ascomycota,NA,NA,NA,NA,NA
OTU2933,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Peziza,NA
